recording,method,source,target,n_depths_present,n_deletions,n_additions,first_appearance_p,first_deletion_p,instability_frequency,null_frequency,p_value,q_value,status
220127_F4_run2,c-GC-star,78,59,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,78,60,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,78,69,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,78,72,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,78,73,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,78,81,5,1,1,1,5.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,78,82,5,1,2,2,6.0,0.5,,,,unstable
220127_F4_run2,c-GC-star,78,84,2,1,0,1,3.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC-star,78,86,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,78,88,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,78,89,1,0,1,7,,0.16666666666666666,,,,novel
220127_F4_run2,c-GC-star,79,81,2,1,0,1,3.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC-star,79,84,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,81,73,1,0,1,7,,0.16666666666666666,,,,novel
220127_F4_run2,c-GC-star,81,83,4,1,0,1,5.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC-star,82,3,1,0,1,7,,0.16666666666666666,,,,novel
220127_F4_run2,c-GC-star,82,5,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,82,7,2,1,2,2,3.0,0.5,,,,unstable
220127_F4_run2,c-GC-star,82,8,4,1,2,2,4.0,0.5,,,,unstable
220127_F4_run2,c-GC-star,82,10,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,82,11,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,82,12,2,2,1,1,2.0,0.5,,,,unstable
220127_F4_run2,c-GC-star,82,16,2,1,1,2,4.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,82,22,5,0,1,3,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,82,23,2,1,1,3,5.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,82,25,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,82,29,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,82,32,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,82,35,4,1,2,2,5.0,0.5,,,,unstable
220127_F4_run2,c-GC-star,82,41,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,82,49,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,82,53,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,82,54,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,82,56,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,82,58,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,82,59,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,82,60,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,82,61,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,82,62,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,82,63,1,1,1,5,6.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,82,72,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,82,73,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,82,74,1,1,1,6,7.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,82,78,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,82,81,5,2,1,1,5.0,0.5,,,,unstable
220127_F4_run2,c-GC-star,82,86,5,1,2,2,4.0,0.5,,,,unstable
220127_F4_run2,c-GC-star,82,87,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,82,88,4,1,0,1,5.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC-star,83,12,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,83,17,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,83,33,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,83,55,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,83,66,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,84,3,2,2,2,2,3.0,0.6666666666666666,,,,unstable
220127_F4_run2,c-GC-star,84,4,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,84,26,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,84,31,2,1,0,1,3.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC-star,84,42,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,84,65,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,84,67,5,1,0,1,6.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC-star,84,90,6,1,1,1,6.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,84,91,2,1,0,1,3.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC-star,86,1,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,87,1,3,1,0,1,4.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC-star,87,7,6,1,0,1,7.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC-star,87,10,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,87,11,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,87,16,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,87,25,2,1,1,2,4.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,87,41,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,87,46,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,87,49,5,2,2,1,2.0,0.6666666666666666,,,,unstable
220127_F4_run2,c-GC-star,87,53,3,2,1,1,3.0,0.5,,,,unstable
220127_F4_run2,c-GC-star,87,54,6,1,0,1,7.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC-star,87,56,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,87,57,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,87,58,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,87,59,3,1,2,4,6.0,0.5,,,,unstable
220127_F4_run2,c-GC-star,87,60,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,87,69,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,87,73,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,87,74,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,87,86,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,87,88,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,88,24,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,88,47,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,88,51,1,0,1,7,,0.16666666666666666,,,,novel
220127_F4_run2,c-GC-star,88,78,2,2,2,4,5.0,0.6666666666666666,,,,unstable
220127_F4_run2,c-GC-star,89,4,3,1,0,1,4.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC-star,89,6,6,1,1,1,2.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,89,39,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,89,48,5,0,1,3,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,89,52,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,89,56,2,1,2,3,4.0,0.5,,,,unstable
220127_F4_run2,c-GC-star,89,59,5,2,2,1,2.0,0.6666666666666666,,,,unstable
220127_F4_run2,c-GC-star,89,60,4,1,1,2,6.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,89,72,2,1,1,2,4.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,89,73,3,1,1,1,3.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,89,90,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,90,3,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,90,4,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,90,6,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,90,9,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,90,18,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,90,30,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,90,33,5,0,1,3,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,90,35,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,90,39,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,90,47,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,90,52,6,0,1,2,,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,90,55,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,90,65,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,90,66,1,1,1,3,4.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,90,67,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,90,68,3,1,2,3,4.0,0.5,,,,unstable
220127_F4_run2,c-GC-star,90,77,2,1,0,1,3.0,0.16666666666666666,,,,lost
220127_F4_run2,c-GC-star,90,79,1,0,1,7,,0.16666666666666666,,,,novel
220127_F4_run2,c-GC-star,90,84,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,90,89,6,1,1,1,5.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,90,91,7,0,0,1,,0.0,,,,stable
220127_F4_run2,c-GC-star,91,3,4,1,1,3,7.0,0.3333333333333333,,,,unstable
220127_F4_run2,c-GC-star,91,34,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220127_F4_run2,c-GC-star,91,89,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,0,2,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,0,4,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,0,10,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,0,11,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,0,13,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,0,18,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,0,20,3,1,0,1,4.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,0,22,3,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,0,33,5,2,2,1,4.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC-star,0,40,1,1,1,5,6.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,0,41,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,0,54,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC-star,0,65,2,2,2,3,4.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC-star,0,75,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,0,78,2,1,1,2,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,0,84,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,0,102,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,0,108,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,0,112,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,0,126,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,1,11,1,1,1,3,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,1,29,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,1,101,1,1,1,3,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,1,106,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,1,107,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,1,123,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,2,4,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,2,10,4,2,1,1,4.0,0.5,,,,unstable
220210_F1_run6,c-GC-star,2,11,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,2,15,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,2,16,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,2,17,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,2,19,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,2,22,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,2,25,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,2,29,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,2,32,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,2,48,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,2,49,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC-star,2,65,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,2,66,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,2,67,1,1,1,3,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,2,70,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,2,83,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,2,114,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,2,115,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,2,126,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,2,129,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,3,13,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,3,42,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,3,64,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,3,82,3,2,2,2,3.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC-star,3,106,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,4,2,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,4,10,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,4,11,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,4,16,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,4,18,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,4,20,4,3,2,1,2.0,0.8333333333333334,,,,unstable
220210_F1_run6,c-GC-star,4,22,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,4,25,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,4,29,2,2,2,2,3.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC-star,4,32,3,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,4,65,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,4,66,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC-star,4,67,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,4,71,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,4,90,5,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,4,115,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,4,126,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,5,7,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,5,8,3,1,1,2,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,5,15,2,0,1,6,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,5,21,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,5,35,5,0,1,3,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,5,50,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,5,64,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,5,67,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,5,70,6,1,1,1,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,5,74,4,1,1,3,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,5,76,5,0,1,3,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,5,78,2,1,1,5,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,5,79,1,1,1,6,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,5,82,1,1,1,4,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,5,94,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,5,106,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,5,109,1,1,1,6,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,5,124,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,6,5,1,1,1,6,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,6,27,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,6,46,4,0,1,4,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,6,62,2,2,1,1,2.0,0.5,,,,unstable
220210_F1_run6,c-GC-star,6,70,1,1,1,4,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,6,86,5,0,1,3,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,6,99,6,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,6,104,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC-star,6,106,4,1,1,3,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,6,113,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,7,1,2,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,7,4,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,7,5,6,1,1,1,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,7,8,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,7,15,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,7,17,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,7,23,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC-star,7,32,6,1,1,1,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,7,42,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,7,54,6,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,7,58,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,7,59,4,0,1,4,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,7,60,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,7,75,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,7,78,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,7,84,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,7,89,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,7,110,2,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,7,120,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,7,124,1,1,1,4,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,7,128,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,8,6,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,8,7,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,8,9,2,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,8,15,1,0,1,7,,0.16666666666666666,,,,novel
220210_F1_run6,c-GC-star,8,27,6,1,0,1,7.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,8,33,5,2,2,1,4.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC-star,8,34,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,8,37,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,8,38,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,8,43,3,2,1,1,3.0,0.5,,,,unstable
220210_F1_run6,c-GC-star,8,50,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,8,59,6,1,1,1,5.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,8,60,5,1,2,2,3.0,0.5,,,,unstable
220210_F1_run6,c-GC-star,8,66,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,8,70,2,1,1,2,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,8,80,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,8,89,3,1,2,3,4.0,0.5,,,,unstable
220210_F1_run6,c-GC-star,8,93,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,8,94,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,8,100,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,8,101,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,8,102,1,1,1,2,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,8,104,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,8,110,2,2,2,4,5.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC-star,8,121,2,1,1,5,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,8,122,4,2,3,2,3.0,0.8333333333333334,,,,unstable
220210_F1_run6,c-GC-star,8,126,3,2,3,2,3.0,0.8333333333333334,,,,unstable
220210_F1_run6,c-GC-star,8,129,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,9,17,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,9,26,4,1,0,1,5.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,9,39,2,0,1,6,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,9,70,2,0,1,6,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,9,72,4,1,0,1,5.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,9,77,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,9,111,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,9,123,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,9,126,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,10,11,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,10,20,2,1,0,1,3.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,10,25,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,10,62,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,10,66,2,0,1,6,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,10,68,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,10,72,1,1,1,3,4.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,10,82,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,10,85,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,11,4,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,11,75,6,0,1,2,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,11,85,6,1,0,1,7.0,0.16666666666666666,,,,lost
220210_F1_run6,c-GC-star,11,95,1,1,1,5,6.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,11,115,2,2,1,1,2.0,0.5,,,,unstable
220210_F1_run6,c-GC-star,12,5,1,1,1,5,6.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,12,6,6,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,12,19,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,12,21,4,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,12,23,7,0,0,1,,0.0,,,,stable
220210_F1_run6,c-GC-star,12,34,1,1,0,1,2.0,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,12,35,5,2,2,1,3.0,0.6666666666666666,,,,unstable
220210_F1_run6,c-GC-star,12,53,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,12,70,4,1,1,1,2.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,12,80,1,1,1,6,7.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,12,86,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,12,96,4,0,1,4,,0.16666666666666666,,,,unstable
220210_F1_run6,c-GC-star,12,106,6,1,1,1,3.0,0.3333333333333333,,,,unstable
220210_F1_run6,c-GC-star,12,115,1,0,1,7,,0.16666666666666666,,,,novel
